# RNAget compliance suite - expression.tsv test dataset
# Modified from Expression Atlas E-MTAB-5423
# 100 rows, 100 columns
Gene ID	Gene Name	DO221123 - primary tumour, B-cell non-Hodgkin lymphoma, blood	DO27765 - primary tumour, B-cell non-Hodgkin lymphoma, blood	DO27793 - primary tumour, B-cell non-Hodgkin lymphoma, blood	DO27819 - primary tumour, B-cell non-Hodgkin lymphoma, blood	DO27849 - primary tumour, B-cell non-Hodgkin lymphoma, blood	DO52655 - primary tumour, B-cell non-Hodgkin lymphoma, blood	DO52670 - primary tumour, B-cell non-Hodgkin lymphoma, blood	DO52685 - primary tumour, B-cell non-Hodgkin lymphoma, blood	DO472 - primary tumour, bladder transitional cell carcinoma, urinary bladder	DO561 - primary tumour, bladder transitional cell carcinoma, urinary bladder	DO1249 - primary tumour, breast adenocarcinoma, breast	DO1954 - primary tumour, breast adenocarcinoma, breast	DO2503 - primary tumour, breast adenocarcinoma, breast	DO2995 - primary tumour, breast adenocarcinoma, breast	DO3804 - primary tumour, breast adenocarcinoma, breast	DO44273 - primary tumour, breast adenocarcinoma, breast	DO5200 - primary tumour, breast adenocarcinoma, breast	DO49014 - primary tumour, cervical adenocarcinoma, uterine cervix	DO51594 - primary tumour, cervical squamous cell carcinoma, uterine cervix	DO45245 - normal, cholangiocarcinoma, liver	DO45287 - normal, cholangiocarcinoma, liver	DO45307 - normal, cholangiocarcinoma, liver	DO220342 - primary tumour, chromophobe renal cell carcinoma, kidney	DO220361 - primary tumour, chromophobe renal cell carcinoma, kidney	DO220478 - normal, chromophobe renal cell carcinoma, kidney	DO220525 - primary tumour, chromophobe renal cell carcinoma, kidney	DO52704 - primary tumour, chronic lymphocytic leukemia, blood	DO6354 - primary tumour, chronic lymphocytic leukemia, blood	DO6418 - primary tumour, chronic lymphocytic leukemia, blood	DO6558 - primary tumour, chronic lymphocytic leukemia, blood	DO7108 - primary tumour, chronic lymphocytic leukemia, blood	DO219106 - primary tumour, colorectal adenocarcinoma, large intestine	DO37259 - primary tumour, colorectal adenocarcinoma, large intestine	DO7822 - primary tumour, colorectal adenocarcinoma, large intestine	DO9042 - primary tumour, colorectal adenocarcinoma, large intestine	DO40948 - primary tumour, endometrial adenocarcinoma, uterus	DO41951 - primary tumour, endometrial adenocarcinoma, uterus	DO42881 - primary tumour, endometrial adenocarcinoma, uterus	DO43811 - primary tumour, endometrial adenocarcinoma, uterus	DO38903 - primary tumour, follicular thyroid carcinoma, thyroid gland	DO39127 - primary tumour, follicular thyroid carcinoma, thyroid gland	DO39841 - primary tumour, follicular thyroid carcinoma, thyroid gland	DO40664 - primary tumour, follicular thyroid carcinoma, thyroid gland	DO38388 - primary tumour, gastric adenocarcinoma, stomach	DO38831 - normal, gastric adenocarcinoma, stomach	DO10908 - primary tumour, glioblastoma multiforme, brain	DO12352 - primary tumour, glioblastoma multiforme, brain	DO13869 - recurrent tumour, glioblastoma multiforme, brain	DO22490 - primary tumour, glioma, brain	DO14242 - primary tumour, head and neck squamous cell carcinoma, mouth mucosa	DO14718 - primary tumour, head and neck squamous cell carcinoma, mouth mucosa	DO15503 - primary tumour, head and neck squamous cell carcinoma, mouth mucosa	DO22839 - primary tumour, hepatocellular carcinoma, liver	DO22935 - primary tumour, hepatocellular carcinoma, liver	DO23073 - primary tumour, hepatocellular carcinoma, liver	DO44890 - primary tumour, hepatocellular carcinoma, liver	DO45091 - primary tumour, hepatocellular carcinoma, liver	DO45103 - normal, hepatocellular carcinoma, liver	DO45133 - normal, hepatocellular carcinoma, liver	DO45161 - primary tumour, hepatocellular carcinoma, liver	DO45177 - normal, hepatocellular carcinoma, liver	DO45217 - primary tumour, hepatocellular carcinoma, liver	DO45237 - normal, hepatocellular carcinoma, liver	DO48505 - primary tumour, hepatocellular carcinoma, liver	DO6144 - primary tumour, invasive lobular carcinoma, breast	DO23735 - primary tumour, lung adenocarcinoma, lung	DO25010 - normal, lung adenocarcinoma, lung	DO25887 - primary tumour, lung adenocarcinoma, lung	DO37425 - metastatic tumour, melanoma, skin	DO37599 - metastatic tumour, melanoma, skin	DO37946 - metastatic tumour, melanoma, skin	DO28763 - primary tumour, ovarian adenocarcinoma, ovary	DO32420 - primary tumour, ovarian adenocarcinoma, ovary	DO46342 - primary tumour, ovarian adenocarcinoma, ovary	DO46366 - primary tumour, ovarian adenocarcinoma, ovary	DO46380 - primary tumour, ovarian adenocarcinoma, ovary	DO46408 - primary tumour, ovarian adenocarcinoma, ovary	DO46556 - recurrent tumour, ovarian adenocarcinoma, ovary	DO46597 - primary tumour, ovarian adenocarcinoma, ovary	DO32916 - primary tumour, pancreatic adenocarcinoma, pancreas	DO33160 - primary tumour, pancreatic adenocarcinoma, pancreas	DO33408 - primary tumour, pancreatic adenocarcinoma, pancreas	DO34608 - primary tumour, pancreatic adenocarcinoma, pancreas	DO49076 - primary tumour, pancreatic adenocarcinoma, pancreas	DO49193 - primary tumour, pancreatic adenocarcinoma, pancreas	DO36345 - primary tumour, prostate adenocarcinoma, prostate gland	DO16269 - primary tumour, renal cell carcinoma, kidney	DO17373 - primary tumour, renal cell carcinoma, kidney	DO18671 - primary tumour, renal cell carcinoma, kidney	DO20604 - primary tumour, renal cell carcinoma, kidney	DO44465 - primary tumour, renal cell carcinoma, kidney	DO46830 - primary tumour, renal cell carcinoma, kidney	DO46856 - normal, renal cell carcinoma, kidney	DO46909 - primary tumour, renal cell carcinoma, kidney	DO46961 - normal, renal cell carcinoma, kidney	DO47016 - primary tumour, renal cell carcinoma, kidney	DO47132 - primary tumour, renal cell carcinoma, kidney	DO48516 - primary tumour, renal cell carcinoma, kidney	DO219961 - primary tumour, sarcoma, skeletal muscle tissue	DO220116 - primary tumour, sarcoma, skeletal muscle tissue
ENSG00000000003	TSPAN6	4.0	0.8	3.0	3.0	5.0	3.0	0.9	10.0	198.0	42.0	55.0	160.0	115.0	38.0	62.0	29.0	37.0	56.0	13.0	34.0	59.0	51.0	65.0	7.0	181.0	39.0	0.0	0.2	0.0	0.0	0.0	137.0	235.0	78.0	134.0	147.0	42.0	135.0	116.0	61.0	63.0	8.0	6.0	12.0	60.0	99.0	91.0	63.0	54.0	43.0	69.0	48.0	51.0	120.0	94.0	33.0	187.0	20.0	69.0	121.0	83.0	133.0	72.0	72.0	38.0	36.0	21.0	46.0	27.0	26.0	49.0	242.0	55.0	174.0	127.0	403.0	447.0	231.0	606.0	63.0	36.0	16.0	195.0	86.0	73.0	75.0	44.0	60.0	51.0	33.0	43.0	65.0	43.0	89.0	39.0	64.0	11.0	76.0	73.0	38.0
ENSG00000037965	HOXC8	0.1	0.3	0.0	0.1	3.0	0.4	0.0	0.9	0.0	8.0	6.0	10.0	4.0	8.0	9.0	2.0	4.0	2.0	2.0	0.0	0.0	0.0	0.2	0.1	6.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.4	0.2	0.0	0.0	0.2	0.0	0.4	0.1	0.1	0.2	1.0	0.1	3.0	1.0	0.8	0.0	2.0	0.2	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	0.8	0.2	0.0	18.0	3.0	0.9	3.0	0.2	0.7	3.0	0.5	0.6	22.0	45.0	2.0	3.0	1.0	2.0	0.4	4.0	0.0	4.0	0.2	7.0	5.0	4.0	4.0	1.0	5.0	1.0	2.0	3.0	3.0	19.0	1.0
ENSG00000069974	RAB27A	48.0	7.0	26.0	11.0	21.0	28.0	16.0	47.0	10.0	9.0	55.0	19.0	21.0	8.0	7.0	11.0	8.0	14.0	9.0	11.0	10.0	25.0	7.0	4.0	26.0	8.0	12.0	9.0	9.0	8.0	9.0	8.0	11.0	7.0	12.0	5.0	7.0	3.0	6.0	130.0	162.0	7.0	3.0	27.0	8.0	2.0	4.0	9.0	3.0	12.0	9.0	35.0	12.0	11.0	28.0	9.0	5.0	3.0	12.0	15.0	14.0	7.0	11.0	13.0	16.0	47.0	56.0	41.0	14.0	112.0	39.0	8.0	9.0	8.0	30.0	21.0	20.0	39.0	52.0	23.0	79.0	24.0	26.0	62.0	49.0	16.0	13.0	134.0	10.0	25.0	7.0	17.0	2.0	10.0	2.0	21.0	2.0	7.0	15.0	26.0
ENSG00000084693	AGBL5	20.0	20.0	26.0	41.0	10.0	13.0	11.0	31.0	23.0	109.0	28.0	38.0	27.0	37.0	22.0	44.0	29.0	36.0	21.0	2.0	3.0	2.0	9.0	3.0	41.0	9.0	21.0	15.0	13.0	20.0	19.0	12.0	14.0	19.0	28.0	60.0	20.0	42.0	50.0	22.0	30.0	5.0	7.0	8.0	10.0	34.0	28.0	24.0	12.0	9.0	18.0	32.0	11.0	12.0	13.0	9.0	7.0	1.0	4.0	10.0	4.0	7.0	4.0	6.0	34.0	8.0	16.0	12.0	21.0	24.0	29.0	53.0	63.0	25.0	28.0	61.0	87.0	180.0	197.0	12.0	16.0	9.0	21.0	44.0	33.0	25.0	14.0	43.0	22.0	13.0	44.0	38.0	20.0	41.0	21.0	36.0	21.0	62.0	22.0	23.0
ENSG00000100092	SH3BP1	67.0	15.0	18.0	22.0	34.0	40.0	67.0	40.0	67.0	31.0	26.0	22.0	9.0	18.0	8.0	61.0	8.0	16.0	13.0	4.0	1.0	0.7	1.0	0.3	3.0	0.9	30.0	11.0	31.0	19.0	47.0	9.0	25.0	41.0	20.0	20.0	17.0	27.0	11.0	9.0	9.0	3.0	0.7	16.0	42.0	6.0	9.0	17.0	9.0	49.0	45.0	95.0	1.0	7.0	9.0	3.0	2.0	0.5	3.0	7.0	1.0	13.0	1.0	3.0	17.0	11.0	9.0	10.0	6.0	23.0	39.0	6.0	5.0	8.0	21.0	9.0	18.0	72.0	46.0	34.0	16.0	10.0	9.0	15.0	25.0	4.0	5.0	3.0	3.0	3.0	4.0	9.0	0.5	2.0	0.3	7.0	4.0	6.0	4.0	34.0
ENSG00000102962	CCL22	21.0	3.0	9.0	0.8	3.0	3.0	161.0	3.0	176.0	0.4	1.0	5.0	30.0	3.0	3.0	7.0	9.0	2.0	7.0	0.2	0.2	0.2	0.2	0.1	1.0	0.2	0.0	0.3	0.5	0.1	0.0	3.0	6.0	2.0	3.0	0.5	2.0	1.0	0.7	23.0	0.4	0.5	0.3	3.0	3.0	0.1	0.4	1.0	0.5	6.0	1.0	2.0	0.2	1.0	0.5	2.0	0.6	0.1	0.7	0.5	0.3	0.1	0.2	1.0	15.0	13.0	6.0	12.0	0.2	0.3	15.0	0.1	0.4	0.5	7.0	1.0	0.5	0.4	8.0	4.0	16.0	5.0	7.0	12.0	12.0	1.0	3.0	11.0	2.0	2.0	1.0	0.9	0.1	0.2	0.0	2.0	1.0	3.0	0.9	0.5
ENSG00000106278	PTPRZ1	0.1	0.0	2.0	0.0	0.1	0.2	1.0	0.0	0.0	3.0	107.0	5.0	0.7	0.0	0.0	2.0	0.0	0.4	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	5.0	7.0	1621.0	358.0	492.0	532.0	22.0	27.0	71.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.1	1.0	0.5	0.8	2.0	27.0	4.0	101.0	0.1	0.3	0.0	0.0	0.1	0.0	0.0	0.2	10.0	21.0	4.0	6.0	1.0	1.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.2	0.2	2.0
ENSG00000110876	SELPLG	57.0	27.0	56.0	35.0	45.0	43.0	25.0	79.0	16.0	2.0	19.0	12.0	39.0	23.0	25.0	27.0	25.0	10.0	45.0	16.0	4.0	2.0	7.0	1.0	10.0	2.0	35.0	83.0	16.0	52.0	22.0	13.0	11.0	10.0	19.0	5.0	39.0	12.0	10.0	57.0	21.0	13.0	1.0	9.0	4.0	18.0	27.0	161.0	28.0	17.0	7.0	24.0	9.0	34.0	14.0	16.0	8.0	0.6	10.0	9.0	6.0	3.0	5.0	10.0	58.0	48.0	125.0	107.0	30.0	3.0	95.0	3.0	12.0	16.0	135.0	39.0	26.0	3.0	44.0	30.0	41.0	72.0	69.0	93.0	100.0	8.0	30.0	43.0	21.0	11.0	20.0	77.0	2.0	36.0	2.0	58.0	17.0	28.0	2.0	21.0
ENSG00000115155	OTOF	0.2	0.2	0.4	0.2	0.3	0.1	0.2	0.5	1.0	0.2	0.1	0.1	0.1	0.4	0.1	0.2	0.1	0.6	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.6	2.0	0.1	0.4	0.1	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.6	0.0	0.2	0.0	0.2	0.1	0.1	0.5	0.0	0.1	0.0	0.5	0.0	0.0	0.0	0.0	0.5	2.0	0.1	0.2	0.1	0.1	0.2	0.1	2.0	1.0	0.1	0.7	0.1	0.9	0.2	0.3	0.1	0.2	0.1	0.1	1.0	0.6	0.1	0.1	2.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.2	0.1	0.1	0.2	0.1
ENSG00000119559	C19orf25	17.0	17.0	15.0	16.0	18.0	14.0	13.0	13.0	12.0	49.0	15.0	13.0	13.0	11.0	11.0	19.0	12.0	16.0	74.0	4.0	2.0	3.0	28.0	13.0	23.0	29.0	11.0	20.0	6.0	9.0	16.0	17.0	29.0	22.0	9.0	16.0	6.0	13.0	9.0	10.0	27.0	7.0	7.0	9.0	8.0	37.0	17.0	16.0	19.0	7.0	15.0	11.0	9.0	21.0	16.0	18.0	10.0	2.0	5.0	6.0	3.0	15.0	3.0	6.0	11.0	12.0	12.0	10.0	17.0	32.0	30.0	6.0	7.0	17.0	43.0	22.0	19.0	14.0	47.0	10.0	17.0	11.0	14.0	40.0	16.0	18.0	17.0	11.0	17.0	11.0	11.0	14.0	7.0	19.0	8.0	12.0	6.0	18.0	31.0	14.0
